date,open,high,low,close,change,volume
2024-05-21,18603.99,18721.18,18589.91,18713.80,0.21%,20895M
2024-05-22,18733.54,18756.69,18606.16,18705.20,-0.05%,24074M
2024-05-23,18907.14,18907.54,18554.89,18623.39,-0.44%,28063M
2024-05-24,18669.36,18851.99,18664.79,18808.35,0.99%,21731M
2024-05-28,18855.15,18875.20,18755.94,18869.44,0.32%,24666M
2024-05-29,18708.07,18814.81,18706.63,18736.76,-0.70%,24418M
2024-05-30,18683.25,18705.26,18487.76,18538.66,-1.06%,24607M
2024-05-31,18550.80,18574.56,18189.78,18536.65,-0.01%,57362M
2024-06-03,18666.72,18707.22,18392.57,18600.97,0.35%,23919M
2024-06-04,18598.00,18697.95,18521.85,18654.84,0.29%,22838M
2024-06-05,18791.28,19035.87,18768.25,19035.05,2.04%,26189M
2024-06-06,19053.01,19071.79,18978.86,19021.19,-0.07%,23711M
2024-06-07,18992.58,19113.88,18958.68,19000.95,-0.11%,19859M
2024-06-10,18945.31,19089.84,18940.71,19074.68,0.39%,28832M
2024-06-11,19031.40,19212.63,18966.56,19210.19,0.71%,26284M
2024-06-12,19358.26,19556.89,19347.28,19465.18,1.33%,34236M
2024-06-13,19609.05,19639.45,19473.71,19576.92,0.57%,31235M
2024-06-14,19557.22,19664.59,19534.62,19659.80,0.42%,26933M
2024-06-17,19681.86,19977.84,19623.71,19902.75,1.24%,31810M
2024-06-18,19904.43,19940.50,19837.86,19908.86,0.03%,31124M
2024-06-20,19962.97,19979.93,19685.03,19752.30,-0.79%,40869M
2024-06-21,19722.37,19801.97,19643.52,19700.43,-0.26%,1.2B
2024-06-24,19648.23,19723.20,19472.53,19474.62,-1.15%,34608M
2024-06-25,19555.84,19712.41,19523.51,19701.13,1.16%,32687M
2024-06-26,19671.07,19763.55,19654.18,19751.05,0.25%,29893M
2024-06-27,19740.52,19850.81,19701.34,19789.03,0.19%,29317M
2024-06-28,19817.01,20017.71,19665.85,19682.87,-0.54%,54310M
2024-07-01,19720.11,19827.75,19577.54,19812.22,0.66%,27432M
2024-07-02,19746.22,20014.91,19741.81,20011.89,1.01%,27448M
2024-07-03,19995.28,20186.63,19995.28,20186.63,0.87%,20755M
2024-07-05,20224.13,20406.99,20201.50,20391.97,1.02%,26756M
2024-07-08,20393.89,20455.38,20363.37,20439.54,0.23%,25794M
